stk_id,beg_date,end_date,mkt_board
6125,2002/1/23,2999/12/31,OTC
6146,2002/1/2,2002/1/23,REG
6146,2002/1/23,2999/12/31,OTC
4135,2008/12/25,2019/10/30,REG
3051,2002/7/10,2002/10/28,REG
3051,2002/10/28,2999/12/31,TSE
1108,1990/6/6,2999/12/31,TSE
1207,1974/6/27,2007/4/11,TSE
6642,2017/10/20,2019/9/23,REG
6642,2019/9/23,2999/12/31,OTC
6203,2002/5/16,2002/12/26,REG
6203,2002/12/26,2999/12/31,OTC
1258,2011/8/29,2011/12/12,REG
1258,2011/12/12,2999/12/31,OTC
1260,2012/11/26,2999/12/31,REG
1306,1979/6/4,2005/10/4,TSE
1337,2011/7/1,2011/8/17,REG
1337,2011/8/17,2999/12/31,TSE
1340,2013/12/6,2014/1/14,REG
1340,2014/1/14,2999/12/31,TSE
6279,2002/12/24,2003/11/26,REG
6279,2003/11/26,2999/12/31,OTC
6435,2013/12/12,2016/1/7,REG
6435,2016/1/7,2999/12/31,OTC
6748,2021/7/27,2999/12/31,REG
1467,1998/12/21,2999/12/31,TSE
1470,1999/5/21,2999/12/31,TSE
1498,2004/4/21,2004/9/3,REG
1504,1973/11/5,2999/12/31,TSE
1583,2006/12/27,2008/1/24,REG
1583,2008/1/24,2999/12/31,TSE
6509,2003/1/20,2004/4/12,REG
6509,2004/4/12,2999/12/31,OTC
1702,1973/12/17,2999/12/31,TSE
1712,1989/12/14,2999/12/31,TSE
1748,1981/12/10,1994/11/10,TSE
4766,2017/7/21,2018/11/28,REG
4766,2018/11/28,2999/12/31,TSE
1818,2014/11/19,2018/5/31,REG
2001,1964/1/6,1994/5/2,TSE
8064,2003/1/27,2006/9/25,REG
8064,2006/9/25,2999/12/31,OTC
2230,2007/10/29,2013/4/18,REG
2230,2013/4/18,2999/12/31,OTC
2235,2011/5/12,2014/12/15,REG
2235,2014/12/15,2999/12/31,OTC
2351,1996/4/25,2999/12/31,TSE
7595,2020/12/22,2999/12/31,REG
2402,2000/1/14,2999/12/31,TSE
2536,1996/3/14,2999/12/31,TSE
2537,1996/9/6,2999/12/31,TSE
2569,2004/7/21,2006/10/24,REG
2577,2004/9/16,2008/12/31,REG
2596,2007/9/29,2009/6/1,REG
2596,2009/6/1,2999/12/31,OTC
2608,1990/12/20,2999/12/31,TSE
2622,2004/7/16,2006/7/26,REG
2626,2007/7/19,2011/10/20,REG
2639,2010/11/22,2016/2/5,REG
2643,2014/11/26,2016/3/4,REG
2643,2016/3/4,2999/12/31,OTC
2720,2014/10/22,2017/12/19,REG
2706,1991/6/25,2999/12/31,TSE
2722,2009/9/17,2012/3/14,REG
2722,2012/3/14,2999/12/31,TSE
2735,2014/11/28,2016/2/13,REG
2738,2015/3/12,2019/1/11,REG
2749,2016/6/7,2017/8/24,REG
2938,2016/10/5,2999/12/31,REG
3065,2002/1/2,2007/9/29,REG
3076,2002/1/2,2004/10/19,REG
3082,2002/4/29,2004/12/29,REG
3116,2003/6/27,2004/11/30,REG
3133,2003/6/27,2005/3/21,REG
3146,2004/2/9,2005/4/28,REG
3151,2011/12/15,2015/12/25,REG
3159,2003/12/25,2005/11/18,REG
3163,2011/11/3,2012/12/3,REG
3163,2012/12/3,2999/12/31,OTC
3168,2004/4/15,2999/12/31,REG
3177,2004/1/9,2004/9/8,REG
3185,2004/1/27,2005/4/21,REG
3190,2004/6/29,2007/1/12,REG
3192,2004/9/14,2005/9/26,REG
3212,2003/7/11,2005/4/8,REG
3233,2004/7/8,2005/9/13,REG
3239,2004/9/10,2005/12/8,REG
3256,2004/8/10,2008/7/17,REG
3274,2004/1/9,2005/1/13,REG
3294,2005/10/14,2007/4/27,REG
3294,2007/4/27,2999/12/31,OTC
3295,2004/5/3,2005/1/7,REG
3302,2004/9/17,2004/12/22,REG
3307,2004/4/23,2017/1/11,REG
3328,2004/9/10,2006/11/13,REG
3330,2004/6/21,2005/12/21,REG
3343,2003/10/13,2006/11/20,REG
3345,2004/7/27,2005/3/22,REG
3345,2010/9/30,2017/9/23,REG
3348,2004/9/9,2006/5/5,REG
3366,2004/9/10,2006/8/11,REG
3368,2004/9/9,2005/4/13,REG
3370,2004/9/17,2006/2/17,REG
3371,2004/8/6,2005/6/6,REG
3381,2004/9/29,2006/1/25,REG
3401,2004/12/22,2007/5/30,REG
3435,2005/8/3,2011/10/20,REG
3442,2005/2/3,2006/2/15,REG
3505,2006/9/6,2017/11/6,REG
3507,2006/1/11,2017/2/28,REG
3513,2007/7/3,2009/2/5,REG
3535,2006/12/13,2008/1/31,REG
3535,2008/1/31,2999/12/31,TSE
3538,2007/6/29,2015/7/29,REG
3542,2006/11/30,2008/6/6,REG
3568,2007/10/1,2015/7/29,REG
3564,2007/8/8,2013/12/3,REG
3564,2013/12/3,2999/12/31,OTC
3565,2007/7/11,2014/2/12,REG
3566,2007/8/15,2009/4/15,REG
3566,2010/3/18,2018/12/1,REG
3571,2007/8/27,2011/6/15,REG
3575,2010/9/27,2013/4/13,REG
3590,2007/10/29,2011/7/20,REG
3603,2008/1/9,2999/12/31,REG
3607,2008/1/28,2009/10/28,REG
3607,2009/10/28,2999/12/31,TSE
3620,2010/6/18,2011/12/30,REG
3628,2009/8/17,2010/9/9,REG
3628,2010/9/9,2999/12/31,OTC
3643,2010/5/27,2013/2/21,REG
3644,2010/6/15,2018/10/31,REG
3647,2009/2/27,2016/10/21,REG
3656,2009/6/16,2013/1/11,REG
3671,2010/8/2,2016/11/30,REG
3684,2009/12/31,2014/3/28,REG
3684,2014/3/28,2999/12/31,OTC
3690,2009/10/20,2016/12/14,REG
3673,2010/10/29,2999/12/31,TSE
3693,2010/5/10,2013/11/27,REG
3693,2013/11/27,2999/12/31,OTC
4111,1999/3/6,2999/12/31,OTC
4116,2002/1/2,2015/12/16,REG
4116,2015/12/16,2999/12/31,OTC
4118,2002/7/18,2005/6/6,REG
4133,2008/5/27,2009/12/28,REG
4133,2009/12/28,2999/12/31,TSE
4134,2008/6/11,2019/4/18,REG
4148,2017/6/8,2999/12/31,TSE
4156,2011/9/13,2014/4/11,REG
4181,2012/12/24,2016/5/14,REG
4187,2012/12/18,2017/12/19,REG
4197,2013/10/24,2999/12/31,REG
4537,2012/5/3,2999/12/31,REG
4543,2014/10/7,2016/3/15,REG
4543,2016/3/15,2999/12/31,OTC
4547,2013/10/23,2015/11/19,REG
4565,2016/10/5,2999/12/31,REG
4727,2007/4/3,2008/10/22,REG
4734,2008/5/15,2016/12/14,REG
4740,2009/6/19,2016/7/2,REG
4747,2010/1/8,2013/12/25,REG
4747,2013/12/25,2999/12/31,OTC
4805,2014/12/11,2015/11/19,REG
4755,2012/12/12,2013/11/27,REG
4755,2013/11/27,2999/12/31,TSE
4913,2010/1/14,2013/3/16,REG
4920,2010/2/10,2016/11/12,REG
4929,2010/2/8,2013/12/24,REG
4932,2010/4/20,2012/11/3,REG
4969,2010/9/24,2017/6/17,REG
4973,2011/1/11,2012/6/19,REG
4973,2012/6/19,2999/12/31,OTC
4978,2010/11/26,2014/11/5,REG
5229,2011/4/27,2018/8/24,REG
5234,2011/5/12,2012/7/16,REG
5234,2012/7/16,2999/12/31,TSE
5240,2011/6/22,2999/12/31,REG
5247,2011/9/2,2013/9/25,REG
5253,2012/12/27,2016/11/22,REG
5262,2013/10/21,2999/12/31,REG
5265,2012/2/22,2013/1/11,REG
5267,2012/2/24,2999/12/31,REG
5250,2011/9/29,2014/2/13,REG
5277,2014/9/24,2999/12/31,REG
5295,2012/12/24,2017/12/8,REG
5297,2017/2/21,2999/12/31,REG
5541,2012/12/18,2016/5/20,REG
5863,2007/12/3,2999/12/31,REG
6127,2002/1/2,2002/1/10,REG
6127,2002/1/10,2999/12/31,OTC
6167,2002/1/2,2002/3/26,REG
6167,2002/3/26,2999/12/31,OTC
6185,2002/1/2,2002/8/9,REG
6185,2002/8/9,2999/12/31,OTC
6227,2002/8/12,2003/1/14,REG
6227,2003/1/14,2999/12/31,OTC
6249,2002/9/16,2005/6/1,REG
6253,2002/9/5,2003/7/10,REG
6252,2002/10/9,2004/10/11,REG
6268,2002/12/20,2004/7/22,REG
6293,2002/12/27,2004/9/2,REG
6401,2000/7/20,2004/8/3,OTC
6401,2004/8/3,2017/9/21,REG
6423,2014/10/23,2999/12/31,REG
6453,2014/6/17,2017/12/21,REG
6455,2014/5/5,2017/3/18,REG
6458,2014/7/15,2016/10/15,REG
6471,2014/9/19,2018/8/29,REG
6481,2015/1/8,2018/4/11,REG
6489,2014/12/19,2018/9/21,REG
6490,2014/11/6,2019/5/2,REG
6503,2002/12/23,2004/3/16,REG
6507,2003/1/14,2017/4/28,REG
6514,2015/12/2,2999/12/31,OTC
6523,2015/4/30,2016/6/16,REG
6523,2016/6/16,2999/12/31,OTC
6551,2015/12/21,2017/5/31,REG
6553,2015/10/30,2019/12/10,REG
6559,2015/12/15,2999/12/31,REG
6567,2016/1/22,2018/12/18,REG
6581,2016/9/10,2018/1/30,REG
6581,2018/1/30,2999/12/31,TSE
6592,2018/10/15,2019/12/9,REG
6592,2019/12/9,2999/12/31,TSE
7419,2019/9/25,2999/12/31,REG
7421,2015/9/30,2018/2/27,REG
7443,2016/2/15,2999/12/31,REG
8016,2002/12/30,2003/12/25,REG
8016,2003/12/25,2999/12/31,TSE
8019,2003/1/2,2008/10/31,REG
8031,2003/1/8,2004/7/12,REG
8045,2003/1/23,2009/3/5,REG
8045,2017/5/22,2999/12/31,REG
8049,2003/1/15,2004/2/2,REG
8049,2004/2/2,2999/12/31,OTC
8057,2003/1/21,2005/2/1,REG
8059,2003/1/23,2005/4/11,REG
8059,2008/2/12,2010/3/16,REG
8059,2010/3/16,2999/12/31,OTC
8060,2003/1/23,2007/7/9,REG
8061,2003/1/23,2004/7/7,REG
8073,2003/2/27,2004/3/11,REG
8075,2003/2/26,2003/6/12,REG
8095,2003/4/10,2006/2/20,REG
8088,2003/4/3,2004/2/27,REG
8088,2004/2/27,2999/12/31,OTC
8106,2002/12/25,2006/4/24,REG
8108,2003/1/28,2005/8/30,REG
8119,2017/7/4,2999/12/31,REG
8127,2004/9/13,2019/10/10,REG
8143,2004/9/23,2007/1/12,REG
8165,2003/12/1,2008/3/1,REG
8163,2005/12/26,2007/11/28,REG
8163,2007/11/28,2999/12/31,TSE
8197,2003/12/18,2017/8/9,REG
8213,2004/9/16,2009/12/25,REG
8213,2009/12/25,2999/12/31,TSE
8219,2003/10/15,2005/2/4,REG
8222,2013/10/9,2015/1/27,REG
8222,2015/1/27,2999/12/31,TSE
8276,2004/1/30,2005/9/12,REG
8286,2004/9/3,2006/8/21,REG
8325,2015/6/24,2016/8/23,REG
8419,2013/5/27,2014/4/9,REG
8421,2010/10/20,2012/11/23,REG
8421,2012/11/23,2999/12/31,OTC
8429,2012/11/14,2012/12/20,REG
8429,2012/12/20,2999/12/31,TSE
8431,2011/3/4,2015/3/30,REG
8431,2015/3/30,2999/12/31,OTC
8466,2016/11/1,2999/12/31,TSE
8467,2015/12/15,2999/12/31,TSE
8485,2015/10/27,2017/8/1,REG
8488,2016/12/13,2999/12/31,TSE
8487,2015/12/10,2999/12/31,REG
8923,1999/12/27,2999/12/31,OTC
9930,1999/11/22,2999/12/31,TSE
9959,2003/4/30,2004/11/11,REG
9961,2003/1/17,2016/4/23,REG
9965,2006/12/29,2009/5/1,REG
4765,2016/12/5,2999/12/31,REG
2072,2020/11/30,2999/12/31,REG
3117,2003/6/18,2004/1/8,REG
3117,2012/8/31,2999/12/31,REG
2364,1997/8/11,2999/12/31,TSE
6652,2018/8/29,2999/12/31,REG
6583,2016/8/5,2999/12/31,REG
2636,2007/4/23,2009/3/31,REG
2636,2009/3/31,2016/12/22,OTC
2636,2016/12/22,2999/12/31,TSE
6582,2016/6/30,2017/6/14,REG
6582,2017/6/14,2999/12/31,TSE
6585,2016/9/8,2022/5/20,REG
6585,2022/5/20,2999/12/31,TSE
4106,2002/1/2,2002/1/22,REG
4106,2002/1/22,2004/11/8,OTC
4106,2004/11/8,2999/12/31,TSE
6443,2014/9/19,2015/10/1,REG
6443,2015/10/1,2999/12/31,TSE
4575,2018/11/19,2999/12/31,REG
4930,2010/6/21,2999/12/31,TSE
6558,2015/11/17,2018/12/5,REG
6558,2018/12/5,2999/12/31,TSE
2718,2007/1/30,2011/3/29,REG
2718,2011/3/29,2999/12/31,OTC
3541,2007/5/4,2009/12/22,REG
3541,2009/12/22,2999/12/31,OTC
6445,2014/1/6,2020/8/5,REG
6754,2019/10/16,2020/8/25,REG
6754,2020/8/25,2999/12/31,TSE
6780,2020/7/23,2999/12/31,REG
6730,2019/11/8,2999/12/31,REG
6785,2020/10/5,2999/12/31,REG
3196,2004/7/15,2005/1/26,REG
1585,2007/5/2,2999/12/31,REG
1707,1982/12/20,2999/12/31,TSE
6468,2014/9/15,2999/12/31,REG
1760,2004/6/3,2018/1/23,REG
1760,2018/1/23,2999/12/31,TSE
2758,2021/9/17,2999/12/31,REG
4771,2021/11/2,2999/12/31,REG
4562,2015/11/20,2017/8/21,REG
4562,2017/8/21,2999/12/31,TSE
5326,1997/3/10,2014/10/1,OTC
6792,2020/11/19,2021/12/8,REG
6792,2021/12/8,2999/12/31,TSE
6555,2016/1/25,2999/12/31,REG
6813,2020/12/30,2999/12/31,REG
6627,2017/4/7,2018/1/20,REG
2467,1999/9/28,2001/9/19,OTC
2467,2001/9/19,2999/12/31,TSE
2942,2018/3/31,2999/12/31,REG
5609,2001/10/15,2999/12/31,OTC
6637,2017/6/26,2999/12/31,REG
4303,1999/3/10,2999/12/31,OTC
6638,2017/6/28,2999/12/31,REG
5258,2011/11/14,2016/12/30,REG
5258,2016/12/30,2999/12/31,TSE
8104,2003/5/22,2006/12/5,REG
8104,2016/7/26,2019/1/17,REG
8104,2019/1/17,2999/12/31,TSE
6709,2018/11/29,2999/12/31,REG
6233,2002/10/16,2003/2/20,REG
6233,2003/2/20,2999/12/31,OTC
3489,2006/3/10,2007/9/29,REG
3489,2007/9/29,2999/12/31,OTC
6838,2021/10/7,2999/12/31,REG
8401,2008/7/17,2010/3/29,REG
8401,2010/3/29,2999/12/31,OTC
3537,2007/1/4,2010/1/25,REG
3537,2010/1/25,2999/12/31,OTC
6653,2017/11/3,2019/1/4,REG
6656,2018/1/19,2019/7/12,REG
6786,2020/8/19,2999/12/31,REG
2340,1995/5/2,2999/12/31,TSE
6276,2002/12/24,2003/10/30,REG
6276,2003/10/30,2999/12/31,OTC
2247,2017/10/31,2020/10/12,REG
2247,2020/10/12,2999/12/31,TSE
2062,2006/12/14,2007/11/16,REG
2062,2007/11/16,2999/12/31,TSE
2334,1981/2/9,2001/1/29,TSE
4186,2012/11/27,2999/12/31,REG
2750,2018/8/8,2999/12/31,REG
2572,2004/9/14,2005/3/8,REG
2459,1999/10/4,2001/9/19,OTC
2459,2001/9/19,2999/12/31,TSE
6673,2018/3/7,2999/12/31,REG
3015,2002/5/22,2002/10/16,REG
3015,2002/10/16,2999/12/31,TSE
3613,2009/12/31,2014/11/19,REG
5257,2011/12/27,2016/3/25,REG
5279,2013/7/24,2015/5/28,REG
8056,2003/1/23,2015/11/24,REG
8014,2001/4/25,2004/8/3,OTC
8014,2004/8/3,2005/2/14,REG
5238,2011/7/8,2016/9/9,REG
4170,2013/4/15,2020/8/19,REG
6560,2016/1/15,2017/1/24,REG
6560,2017/1/24,2999/12/31,OTC
3646,2010/4/1,2012/3/27,REG
3646,2012/3/27,2999/12/31,OTC
4534,2002/7/9,2003/3/31,REG
4534,2003/3/31,2999/12/31,OTC
6681,2018/4/23,2018/11/30,REG
3127,2004/7/26,2015/4/30,REG
7547,2021/2/3,2999/12/31,REG
3674,2010/6/1,2020/12/29,REG
4572,2018/6/27,2019/9/10,REG
4572,2019/9/10,2999/12/31,TSE
8074,2003/2/24,2004/1/27,REG
8074,2004/1/27,2999/12/31,OTC
5230,2011/5/3,2012/6/5,REG
5230,2012/6/5,2999/12/31,OTC
6698,2018/10/17,2019/11/25,REG
6698,2019/11/25,2999/12/31,TSE
6705,2018/10/31,2999/12/31,REG
6820,2021/3/22,2999/12/31,REG
4188,2013/12/26,2015/3/24,REG
4188,2015/3/24,2999/12/31,OTC
3669,2009/7/15,2011/8/25,REG
3669,2011/8/25,2999/12/31,TSE
6456,2015/6/12,2999/12/31,TSE
6449,2014/2/27,2014/12/9,REG
6449,2014/12/9,2999/12/31,TSE
6529,2015/6/30,2021/3/25,REG
6028,2019/3/6,2999/12/31,REG
6666,2018/11/19,2999/12/31,TSE
6826,2021/6/17,2999/12/31,REG
2457,2000/2/15,2001/9/19,OTC
2457,2001/9/19,2999/12/31,TSE
6431,2014/12/4,2999/12/31,TSE
6671,2018/12/11,2999/12/31,TSE
9957,2003/1/3,2999/12/31,REG
7507,2020/3/20,2999/12/31,REG
6741,2021/5/25,2999/12/31,OTC
2249,2019/12/19,2999/12/31,REG
6729,2019/7/4,2999/12/31,REG
6159,2002/1/2,2002/3/7,REG
6159,2002/3/7,2009/2/6,OTC
8409,2010/4/13,2013/11/25,REG
8409,2013/11/25,2999/12/31,OTC
6817,2021/2/24,2999/12/31,REG
1264,2014/2/25,2015/4/9,REG
1264,2015/4/9,2999/12/31,OTC
2071,2019/9/23,2999/12/31,REG
2543,1999/10/15,2999/12/31,TSE
4746,2009/11/27,2011/3/1,REG
4746,2011/3/1,2999/12/31,TSE
6831,2021/8/11,2999/12/31,REG
1708,1986/6/16,2999/12/31,TSE
1440,1989/10/3,2999/12/31,TSE
4961,2010/9/2,2018/10/17,REG
4961,2018/10/17,2999/12/31,TSE
6781,2021/3/22,2999/12/31,TSE
8281,2004/5/18,2009/12/30,REG
8281,2015/6/2,2022/5/20,REG
7551,2019/12/12,2999/12/31,REG
6479,2014/11/7,2019/3/21,REG
2006,1988/7/13,2999/12/31,TSE
6465,2014/7/9,2015/11/20,REG
6465,2015/11/20,2999/12/31,OTC
6573,2017/9/26,2999/12/31,TSE
4732,2007/12/25,2999/12/31,REG
6533,2015/8/6,2017/3/14,REG
6533,2017/3/14,2999/12/31,TSE
2304,1987/10/9,2002/11/8,TSE
7555,2020/11/27,2999/12/31,REG
6641,2018/9/21,2999/12/31,TSE
3536,2007/3/1,2008/4/30,REG
3536,2008/4/30,2999/12/31,TSE
4984,2011/8/31,2018/9/1,TSE
8704,1999/6/14,2000/7/31,OTC
8704,1988/12/10,1999/6/14,TSE
6832,2021/9/29,2999/12/31,REG
6744,2019/9/25,2999/12/31,REG
6658,2021/11/5,2999/12/31,REG
6847,2021/11/5,2999/12/31,REG
2726,2014/12/24,2999/12/31,OTC
3166,2003/10/9,2009/4/16,REG
4542,2012/12/18,2014/8/25,REG
4542,2014/8/25,2999/12/31,OTC
3540,2006/12/15,2007/12/12,REG
3540,2007/12/12,2999/12/31,OTC
3002,2000/9/20,2002/1/23,OTC
3002,2002/1/23,2999/12/31,TSE
3207,2003/12/15,2004/11/4,REG
3207,2004/11/4,2999/12/31,OTC
6713,2018/12/17,2020/8/27,REG
6677,2018/6/27,2999/12/31,REG
3635,2008/9/11,2012/11/30,REG
3682,2011/12/1,2013/8/5,REG
3682,2013/8/5,2999/12/31,TSE
4739,2010/12/13,2011/12/1,REG
4739,2011/12/1,2017/9/8,OTC
4739,2017/9/8,2999/12/31,TSE
5460,2000/9/28,2999/12/31,OTC
4526,2000/9/28,2003/9/15,OTC
4526,2003/9/15,2999/12/31,TSE
4934,2010/3/10,2011/8/16,REG
4934,2011/8/16,2999/12/31,TSE
6758,2020/1/2,2999/12/31,REG
6676,2022/1/19,2999/12/31,REG
1231,1995/11/2,2999/12/31,TSE
6540,2015/9/17,2018/2/17,REG
6819,2021/2/5,2999/12/31,REG
3523,2006/8/22,2007/11/16,REG
3523,2007/11/16,2999/12/31,OTC
4989,2011/1/25,2014/9/5,REG
4989,2017/6/26,2018/6/28,REG
4989,2018/6/28,2999/12/31,TSE
3089,2002/6/21,2003/10/14,REG
3089,2003/10/14,2999/12/31,OTC
6172,2002/1/2,2002/4/18,REG
6172,2002/4/18,2004/5/24,OTC
6172,2004/5/24,2022/6/29,TSE
4560,2016/12/9,2017/5/26,REG
4560,2017/5/26,2999/12/31,TSE
7530,2021/11/24,2999/12/31,REG
3297,2004/5/10,2005/6/7,REG
3297,2005/6/7,2999/12/31,OTC
6597,2018/1/4,2999/12/31,REG
8298,2018/3/28,2999/12/31,REG
6899,2022/6/29,2999/12/31,REG
2736,2013/12/13,2016/1/6,REG
2736,2016/1/6,2999/12/31,OTC
6762,2019/12/18,2020/12/18,REG
6762,2020/12/18,2999/12/31,OTC
3624,2008/5/15,2011/3/16,REG
3624,2011/3/16,2999/12/31,OTC
3303,2004/5/24,2007/5/28,REG
3303,2007/5/28,2999/12/31,OTC
6669,2017/11/13,2019/3/27,REG
6669,2019/3/27,2999/12/31,TSE
4173,2012/7/10,2013/10/31,REG
4173,2013/10/31,2999/12/31,OTC
8086,2003/3/31,2009/6/1,REG
8086,2009/6/1,2999/12/31,OTC
1557,2004/4/5,2005/4/28,REG
6699,2019/10/14,2999/12/31,REG
4139,2009/10/28,2011/4/29,REG
4139,2011/4/29,2999/12/31,OTC
4745,2009/5/22,2013/1/30,REG
4745,2013/1/30,2999/12/31,OTC
